"Notes","Cancer Sites","Cancer Sites Code","Year","Year Code","Sex","Sex Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Floor of Mouth","20040","1999","1999","Male","M",1526,135067134,1.2,1.2,1.3,1.1,1.1,1.2
,"Floor of Mouth","20040","2000","2000","Female","F",682,141865770,0.4,0.4,0.5,0.5,0.4,0.5
,"Floor of Mouth","20040","2000","2000","Male","M",1523,136692444,1.2,1.1,1.3,1.1,1.1,1.2
,"Floor of Mouth","20040","2001","2001","Female","F",687,143603977,0.4,0.4,0.5,0.5,0.4,0.5
,"Floor of Mouth","20040","2001","2001","Male","M",1561,138511984,1.2,1.1,1.3,1.1,1.1,1.2
,"Floor of Mouth","20040","2002","2002","Female","F",672,144919222,0.4,0.4,0.5,0.5,0.4,0.5
,"Floor of Mouth","20040","2002","2002","Male","M",1508,139847290,1.1,1.1,1.2,1.1,1.0,1.1
,"Floor of Mouth","20040","2003","2003","Female","F",672,147679036,0.4,0.4,0.4,0.5,0.4,0.5
,"Floor of Mouth","20040","2003","2003","Male","M",1430,142428897,1.0,1.0,1.1,1.0,1.0,1.1
,"Floor of Mouth","20040","2004","2004","Female","F",639,148977286,0.4,0.4,0.4,0.4,0.4,0.5
,"Floor of Mouth","20040","2004","2004","Male","M",1456,143828012,1.0,1.0,1.1,1.0,1.0,1.1
,"Floor of Mouth","20040","2005","2005","Female","F",590,150213467,0.4,0.3,0.4,0.4,0.4,0.4
,"Floor of Mouth","20040","2005","2005","Male","M",1419,145099195,1.0,0.9,1.0,1.0,0.9,1.0
,"Floor of Mouth","20040","2006","2006","Female","F",691,151732647,0.4,0.4,0.4,0.5,0.4,0.5
,"Floor of Mouth","20040","2006","2006","Male","M",1442,146647265,1.0,0.9,1.0,1.0,0.9,1.0
,"Floor of Mouth","20040","2007","2007","Female","F",589,153166353,0.3,0.3,0.4,0.4,0.4,0.4
,"Floor of Mouth","20040","2007","2007","Male","M",1509,148064854,1.0,0.9,1.0,1.0,1.0,1.1
,"Floor of Mouth","20040","2008","2008","Female","F",678,154604015,0.4,0.4,0.4,0.4,0.4,0.5
,"Floor of Mouth","20040","2008","2008","Male","M",1456,149489951,0.9,0.9,1.0,1.0,0.9,1.0
,"Floor of Mouth","20040","2009","2009","Female","F",680,155964075,0.4,0.3,0.4,0.4,0.4,0.5
,"Floor of Mouth","20040","2009","2009","Male","M",1446,150807454,0.9,0.9,1.0,1.0,0.9,1.0
,"Floor of Mouth","20040","2010","2010","Female","F",669,157253830,0.4,0.3,0.4,0.4,0.4,0.5
,"Floor of Mouth","20040","2010","2010","Male","M",1457,152125599,0.9,0.8,0.9,1.0,0.9,1.0
,"Floor of Mouth","20040","2011","2011","Female","F",613,158391404,0.3,0.3,0.4,0.4,0.4,0.4
,"Floor of Mouth","20040","2011","2011","Male","M",1417,153455676,0.8,0.8,0.9,0.9,0.9,1.0
,"Floor of Mouth","20040","2012","2012","Female","F",617,159515612,0.3,0.3,0.3,0.4,0.4,0.4
,"Floor of Mouth","20040","2012","2012","Male","M",1395,154834274,0.8,0.8,0.8,0.9,0.9,0.9
,"Floor of Mouth","20040","2013","2013","Female","F",649,160594100,0.3,0.3,0.4,0.4,0.4,0.4
,"Floor of Mouth","20040","2013","2013","Male","M",1412,156146649,0.8,0.8,0.8,0.9,0.9,1.0
,"Floor of Mouth","20040","2014","2014","Female","F",622,161749260,0.3,0.3,0.3,0.4,0.4,0.4
,"Floor of Mouth","20040","2014","2014","Male","M",1385,157523496,0.8,0.7,0.8,0.9,0.8,0.9
,"Floor of Mouth","20040","2015","2015","Female","F",664,162903023,0.3,0.3,0.3,0.4,0.4,0.4
,"Floor of Mouth","20040","2015","2015","Male","M",1366,158933091,0.7,0.7,0.8,0.9,0.8,0.9
,"Floor of Mouth","20040","2016","2016","Female","F",670,164062463,0.3,0.3,0.4,0.4,0.4,0.4
,"Floor of Mouth","20040","2016","2016","Male","M",1374,160310087,0.7,0.7,0.8,0.9,0.8,0.9
,"Floor of Mouth","20040","2017","2017","Female","F",624,165084845,0.3,0.3,0.3,0.4,0.3,0.4
,"Floor of Mouth","20040","2017","2017","Male","M",1400,161530177,0.7,0.7,0.8,0.9,0.8,0.9
,"Floor of Mouth","20040","2018","2018","Female","F",626,165957528,0.3,0.3,0.3,0.4,0.3,0.4
,"Floor of Mouth","20040","2018","2018","Male","M",1318,162577729,0.7,0.6,0.7,0.8,0.8,0.9
,"Floor of Mouth","20040","2019","2019","Female","F",656,166720399,0.3,0.3,0.3,0.4,0.4,0.4
,"Floor of Mouth","20040","2019","2019","Male","M",1333,163511718,0.7,0.6,0.7,0.8,0.8,0.9
,"Floor of Mouth","20040","2020","2020","Female","F",603,167308759,0.3,0.2,0.3,0.4,0.3,0.4
,"Floor of Mouth","20040","2020","2020","Male","M",1166,164218174,0.6,0.5,0.6,0.7,0.7,0.8
,"Floor of Mouth","20040","2021","2021","Female","F",599,167630750,0.3,0.2,0.3,0.4,0.3,0.4
,"Floor of Mouth","20040","2021","2021","Male","M",1256,164418227,0.6,0.6,0.6,0.8,0.7,0.8
,"Floor of Mouth","20040","2022","2022","Female","F",547,168308005,0.2,0.2,0.3,0.3,0.3,0.4
,"Floor of Mouth","20040","2022","2022","Male","M",1142,164963406,0.5,0.5,0.6,0.7,0.7,0.7
,"Gum and Other Mouth","20050","1999","1999","Female","F",2131,140394214,1.4,1.3,1.4,1.5,1.5,1.6
,"Gum and Other Mouth","20050","1999","1999","Male","M",2553,135067134,2.1,2.0,2.2,1.9,1.8,2.0
,"Gum and Other Mouth","20050","2000","2000","Female","F",2049,141865770,1.3,1.3,1.4,1.4,1.4,1.5
,"Gum and Other Mouth","20050","2000","2000","Male","M",2456,136692444,2.0,1.9,2.1,1.8,1.7,1.9
,"Gum and Other Mouth","20050","2001","2001","Female","F",2114,143603977,1.3,1.3,1.4,1.5,1.4,1.5
,"Gum and Other Mouth","20050","2001","2001","Male","M",2534,138511984,2.0,2.0,2.1,1.8,1.8,1.9
,"Gum and Other Mouth","20050","2002","2002","Female","F",2031,144919222,1.3,1.2,1.3,1.4,1.3,1.5
,"Gum and Other Mouth","20050","2002","2002","Male","M",2525,139847290,2.0,1.9,2.0,1.8,1.7,1.9
,"Gum and Other Mouth","20050","2003","2003","Female","F",2134,147679036,1.3,1.2,1.3,1.4,1.4,1.5
,"Gum and Other Mouth","20050","2003","2003","Male","M",2642,142428897,2.0,1.9,2.1,1.9,1.8,1.9
,"Gum and Other Mouth","20050","2004","2004","Female","F",2089,148977286,1.2,1.2,1.3,1.4,1.3,1.5
,"Gum and Other Mouth","20050","2004","2004","Male","M",2634,143828012,2.0,1.9,2.0,1.8,1.8,1.9
,"Gum and Other Mouth","20050","2005","2005","Female","F",2181,150213467,1.3,1.2,1.3,1.5,1.4,1.5
,"Gum and Other Mouth","20050","2005","2005","Male","M",2578,145099195,1.9,1.8,1.9,1.8,1.7,1.8
,"Gum and Other Mouth","20050","2006","2006","Female","F",2178,151732647,1.3,1.2,1.3,1.4,1.4,1.5
,"Gum and Other Mouth","20050","2006","2006","Male","M",2637,146647265,1.9,1.8,1.9,1.8,1.7,1.9
,"Gum and Other Mouth","20050","2007","2007","Female","F",2219,153166353,1.3,1.2,1.3,1.4,1.4,1.5
,"Gum and Other Mouth","20050","2007","2007","Male","M",2823,148064854,2.0,1.9,2.0,1.9,1.8,2.0
,"Gum and Other Mouth","20050","2008","2008","Female","F",2331,154604015,1.3,1.3,1.4,1.5,1.4,1.6
,"Gum and Other Mouth","20050","2008","2008","Male","M",2936,149489951,2.0,1.9,2.1,2.0,1.9,2.0
,"Gum and Other Mouth","20050","2009","2009","Female","F",2330,155964075,1.3,1.2,1.3,1.5,1.4,1.6
,"Gum and Other Mouth","20050","2009","2009","Male","M",2837,150807454,1.9,1.8,1.9,1.9,1.8,2.0
,"Gum and Other Mouth","20050","2010","2010","Female","F",2366,157253830,1.3,1.2,1.3,1.5,1.4,1.6
,"Gum and Other Mouth","20050","2010","2010","Male","M",2939,152125599,1.9,1.8,2.0,1.9,1.9,2.0
,"Gum and Other Mouth","20050","2011","2011","Female","F",2386,158391404,1.3,1.2,1.3,1.5,1.4,1.6
,"Gum and Other Mouth","20050","2011","2011","Male","M",3053,153455676,1.9,1.9,2.0,2.0,1.9,2.1
,"Gum and Other Mouth","20050","2012","2012","Female","F",2487,159515612,1.3,1.2,1.3,1.6,1.5,1.6
,"Gum and Other Mouth","20050","2012","2012","Male","M",3033,154834274,1.9,1.8,1.9,2.0,1.9,2.0
,"Gum and Other Mouth","20050","2013","2013","Female","F",2478,160594100,1.3,1.2,1.3,1.5,1.5,1.6
,"Gum and Other Mouth","20050","2013","2013","Male","M",3155,156146649,1.9,1.8,2.0,2.0,2.0,2.1
,"Gum and Other Mouth","20050","2014","2014","Female","F",2586,161749260,1.3,1.2,1.4,1.6,1.5,1.7
,"Gum and Other Mouth","20050","2014","2014","Male","M",3330,157523496,2.0,1.9,2.0,2.1,2.0,2.2
,"Gum and Other Mouth","20050","2015","2015","Female","F",2648,162903023,1.3,1.3,1.4,1.6,1.6,1.7
,"Gum and Other Mouth","20050","2015","2015","Male","M",3409,158933091,2.0,1.9,2.0,2.1,2.1,2.2
,"Gum and Other Mouth","20050","2016","2016","Female","F",2704,164062463,1.3,1.3,1.4,1.6,1.6,1.7
,"Gum and Other Mouth","20050","2016","2016","Male","M",3408,160310087,1.9,1.9,2.0,2.1,2.1,2.2
,"Gum and Other Mouth","20050","2017","2017","Female","F",2739,165084845,1.3,1.3,1.4,1.7,1.6,1.7
,"Gum and Other Mouth","20050","2017","2017","Male","M",3508,161530177,1.9,1.9,2.0,2.2,2.1,2.2
,"Gum and Other Mouth","20050","2018","2018","Female","F",2854,165957528,1.3,1.3,1.4,1.7,1.7,1.8
,"Gum and Other Mouth","20050","2018","2018","Male","M",3570,162577729,1.9,1.9,2.0,2.2,2.1,2.3
,"Gum and Other Mouth","20050","2019","2019","Female","F",2946,166720399,1.4,1.3,1.4,1.8,1.7,1.8
,"Gum and Other Mouth","20050","2019","2019","Male","M",3880,163511718,2.1,2.0,2.1,2.4,2.3,2.4
,"Gum and Other Mouth","20050","2020","2020","Female","F",2897,167308759,1.3,1.3,1.4,1.7,1.7,1.8
,"Gum and Other Mouth","20050","2020","2020","Male","M",3649,164218174,1.9,1.8,2.0,2.2,2.2,2.3
,"Gum and Other Mouth","20050","2021","2021","Female","F",3123,167630750,1.4,1.4,1.5,1.9,1.8,1.9
,"Gum and Other Mouth","20050","2021","2021","Male","M",4029,164418227,2.1,2.0,2.2,2.5,2.4,2.5
,"Gum and Other Mouth","20050","2022","2022","Female","F",3083,168308005,1.4,1.3,1.4,1.8,1.8,1.9
,"Gum and Other Mouth","20050","2022","2022","Male","M",3962,164963406,2.0,1.9,2.1,2.4,2.3,2.5
,"Nasopharynx","20060","1999","1999","Female","F",516,140394214,0.4,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","1999","1999","Male","M",1056,135067134,0.8,0.8,0.9,0.8,0.7,0.8
,"Nasopharynx","20060","2000","2000","Female","F",526,141865770,0.4,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","2000","2000","Male","M",1087,136692444,0.8,0.8,0.9,0.8,0.7,0.8
,"Nasopharynx","20060","2001","2001","Female","F",513,143603977,0.3,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","2001","2001","Male","M",989,138511984,0.7,0.7,0.8,0.7,0.7,0.8
,"Nasopharynx","20060","2002","2002","Female","F",503,144919222,0.3,0.3,0.4,0.3,0.3,0.4
,"Nasopharynx","20060","2002","2002","Male","M",1130,139847290,0.8,0.8,0.9,0.8,0.8,0.9
,"Nasopharynx","20060","2003","2003","Female","F",540,147679036,0.3,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","2003","2003","Male","M",1213,142428897,0.9,0.8,0.9,0.9,0.8,0.9
,"Nasopharynx","20060","2004","2004","Female","F",517,148977286,0.3,0.3,0.4,0.3,0.3,0.4
,"Nasopharynx","20060","2004","2004","Male","M",1154,143828012,0.8,0.8,0.9,0.8,0.8,0.9
,"Nasopharynx","20060","2005","2005","Female","F",519,150213467,0.3,0.3,0.4,0.3,0.3,0.4
,"Nasopharynx","20060","2005","2005","Male","M",1244,145099195,0.9,0.8,0.9,0.9,0.8,0.9
,"Nasopharynx","20060","2006","2006","Female","F",528,151732647,0.3,0.3,0.4,0.3,0.3,0.4
,"Nasopharynx","20060","2006","2006","Male","M",1176,146647265,0.8,0.8,0.8,0.8,0.8,0.8
,"Nasopharynx","20060","2007","2007","Female","F",562,153166353,0.3,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","2007","2007","Male","M",1282,148064854,0.9,0.8,0.9,0.9,0.8,0.9
,"Nasopharynx","20060","2008","2008","Female","F",575,154604015,0.3,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","2008","2008","Male","M",1285,149489951,0.8,0.8,0.9,0.9,0.8,0.9
,"Nasopharynx","20060","2009","2009","Female","F",502,155964075,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2009","2009","Male","M",1244,150807454,0.8,0.7,0.8,0.8,0.8,0.9
,"Nasopharynx","20060","2010","2010","Female","F",519,157253830,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2010","2010","Male","M",1304,152125599,0.8,0.8,0.9,0.9,0.8,0.9
,"Nasopharynx","20060","2011","2011","Female","F",513,158391404,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2011","2011","Male","M",1296,153455676,0.8,0.8,0.8,0.8,0.8,0.9
,"Nasopharynx","20060","2012","2012","Female","F",508,159515612,0.3,0.3,0.3,0.3,0.3,0.3
,"Nasopharynx","20060","2012","2012","Male","M",1324,154834274,0.8,0.8,0.8,0.9,0.8,0.9
,"Nasopharynx","20060","2013","2013","Female","F",542,160594100,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2013","2013","Male","M",1338,156146649,0.8,0.7,0.8,0.9,0.8,0.9
,"Nasopharynx","20060","2014","2014","Female","F",550,161749260,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2014","2014","Male","M",1281,157523496,0.7,0.7,0.8,0.8,0.8,0.9
,"Nasopharynx","20060","2015","2015","Female","F",601,162903023,0.3,0.3,0.4,0.4,0.3,0.4
,"Nasopharynx","20060","2015","2015","Male","M",1355,158933091,0.8,0.7,0.8,0.9,0.8,0.9
,"Nasopharynx","20060","2016","2016","Female","F",544,164062463,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2016","2016","Male","M",1397,160310087,0.8,0.7,0.8,0.9,0.8,0.9
,"Nasopharynx","20060","2017","2017","Female","F",568,165084845,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2017","2017","Male","M",1397,161530177,0.8,0.7,0.8,0.9,0.8,0.9
,"Nasopharynx","20060","2018","2018","Female","F",592,165957528,0.3,0.3,0.3,0.4,0.3,0.4
,"Nasopharynx","20060","2018","2018","Male","M",1405,162577729,0.8,0.7,0.8,0.9,0.8,0.9
,"Nasopharynx","20060","2019","2019","Female","F",610,166720399,0.3,0.3,0.3,0.4,0.3,0.4
,"Nasopharynx","20060","2019","2019","Male","M",1364,163511718,0.7,0.7,0.8,0.8,0.8,0.9
,"Nasopharynx","20060","2020","2020","Female","F",544,167308759,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2020","2020","Male","M",1342,164218174,0.7,0.7,0.8,0.8,0.8,0.9
,"Nasopharynx","20060","2021","2021","Female","F",569,167630750,0.3,0.3,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2021","2021","Male","M",1361,164418227,0.7,0.7,0.8,0.8,0.8,0.9
,"Nasopharynx","20060","2022","2022","Female","F",555,168308005,0.3,0.2,0.3,0.3,0.3,0.4
,"Nasopharynx","20060","2022","2022","Male","M",1353,164963406,0.7,0.7,0.7,0.8,0.8,0.9
,"Tonsil","20070","1999","1999","Female","F",892,140394214,0.6,0.6,0.7,0.6,0.6,0.7
,"Tonsil","20070","1999","1999","Male","M",2780,135067134,2.2,2.1,2.3,2.1,2.0,2.1
,"Tonsil","20070","2000","2000","Female","F",828,141865770,0.6,0.5,0.6,0.6,0.5,0.6
,"Tonsil","20070","2000","2000","Male","M",3059,136692444,2.4,2.3,2.4,2.2,2.2,2.3
,"Tonsil","20070","2001","2001","Female","F",914,143603977,0.6,0.6,0.6,0.6,0.6,0.7
,"Tonsil","20070","2001","2001","Male","M",3190,138511984,2.4,2.3,2.5,2.3,2.2,2.4
,"Tonsil","20070","2002","2002","Female","F",871,144919222,0.6,0.5,0.6,0.6,0.6,0.6
,"Tonsil","20070","2002","2002","Male","M",3508,139847290,2.5,2.5,2.6,2.5,2.4,2.6
,"Tonsil","20070","2003","2003","Female","F",976,147679036,0.6,0.6,0.7,0.7,0.6,0.7
,"Tonsil","20070","2003","2003","Male","M",3742,142428897,2.6,2.5,2.7,2.6,2.5,2.7
,"Tonsil","20070","2004","2004","Female","F",959,148977286,0.6,0.6,0.6,0.6,0.6,0.7
,"Tonsil","20070","2004","2004","Male","M",4079,143828012,2.8,2.7,2.9,2.8,2.7,2.9
,"Tonsil","20070","2005","2005","Female","F",1061,150213467,0.6,0.6,0.7,0.7,0.7,0.8
,"Tonsil","20070","2005","2005","Male","M",4177,145099195,2.8,2.7,2.9,2.9,2.8,3.0
,"Tonsil","20070","2006","2006","Female","F",1109,151732647,0.7,0.6,0.7,0.7,0.7,0.8
,"Tonsil","20070","2006","2006","Male","M",4471,146647265,2.9,2.8,3.0,3.0,3.0,3.1
,"Tonsil","20070","2007","2007","Female","F",1115,153166353,0.6,0.6,0.7,0.7,0.7,0.8
,"Tonsil","20070","2007","2007","Male","M",4759,148064854,3.0,2.9,3.1,3.2,3.1,3.3
,"Tonsil","20070","2008","2008","Female","F",1150,154604015,0.7,0.6,0.7,0.7,0.7,0.8
,"Tonsil","20070","2008","2008","Male","M",5177,149489951,3.2,3.1,3.3,3.5,3.4,3.6
,"Tonsil","20070","2009","2009","Female","F",1212,155964075,0.7,0.6,0.7,0.8,0.7,0.8
,"Tonsil","20070","2009","2009","Male","M",5712,150807454,3.4,3.4,3.5,3.8,3.7,3.9
,"Tonsil","20070","2010","2010","Female","F",1318,157253830,0.7,0.7,0.8,0.8,0.8,0.9
,"Tonsil","20070","2010","2010","Male","M",5736,152125599,3.4,3.3,3.5,3.8,3.7,3.9
,"Tonsil","20070","2011","2011","Female","F",1356,158391404,0.7,0.7,0.8,0.9,0.8,0.9
,"Tonsil","20070","2011","2011","Male","M",6140,153455676,3.5,3.4,3.6,4.0,3.9,4.1
,"Tonsil","20070","2012","2012","Female","F",1390,159515612,0.7,0.7,0.8,0.9,0.8,0.9
,"Tonsil","20070","2012","2012","Male","M",6207,154834274,3.5,3.4,3.6,4.0,3.9,4.1
,"Tonsil","20070","2013","2013","Female","F",1430,160594100,0.7,0.7,0.8,0.9,0.8,0.9
,"Tonsil","20070","2013","2013","Male","M",6751,156146649,3.7,3.6,3.8,4.3,4.2,4.4
,"Tonsil","20070","2014","2014","Female","F",1491,161749260,0.8,0.7,0.8,0.9,0.9,1.0
,"Tonsil","20070","2014","2014","Male","M",7074,157523496,3.8,3.8,3.9,4.5,4.4,4.6
,"Tonsil","20070","2015","2015","Female","F",1518,162903023,0.8,0.7,0.8,0.9,0.9,1.0
,"Tonsil","20070","2015","2015","Male","M",7221,158933091,3.8,3.7,3.9,4.5,4.4,4.6
,"Tonsil","20070","2016","2016","Female","F",1494,164062463,0.7,0.7,0.8,0.9,0.9,1.0
,"Tonsil","20070","2016","2016","Male","M",7676,160310087,4.0,3.9,4.1,4.8,4.7,4.9
,"Tonsil","20070","2017","2017","Female","F",1537,165084845,0.7,0.7,0.8,0.9,0.9,1.0
,"Tonsil","20070","2017","2017","Male","M",7809,161530177,4.0,3.9,4.1,4.8,4.7,4.9
,"Tonsil","20070","2018","2018","Female","F",1622,165957528,0.8,0.7,0.8,1.0,0.9,1.0
,"Tonsil","20070","2018","2018","Male","M",7879,162577729,4.0,3.9,4.1,4.8,4.7,5.0
,"Tonsil","20070","2019","2019","Female","F",1596,166720399,0.7,0.7,0.8,1.0,0.9,1.0
,"Tonsil","20070","2019","2019","Male","M",8190,163511718,4.1,4.0,4.2,5.0,4.9,5.1
,"Tonsil","20070","2020","2020","Female","F",1553,167308759,0.7,0.7,0.7,0.9,0.9,1.0
,"Tonsil","20070","2020","2020","Male","M",7883,164218174,3.9,3.8,4.0,4.8,4.7,4.9
,"Tonsil","20070","2021","2021","Female","F",1532,167630750,0.7,0.7,0.7,0.9,0.9,1.0
,"Tonsil","20070","2021","2021","Male","M",8359,164418227,4.1,4.0,4.2,5.1,5.0,5.2
,"Tonsil","20070","2022","2022","Female","F",1557,168308005,0.7,0.7,0.7,0.9,0.9,1.0
,"Tonsil","20070","2022","2022","Male","M",8234,164963406,4.0,3.9,4.1,5.0,4.9,5.1
,"Oropharynx","20080","1999","1999","Female","F",289,140394214,0.2,0.2,0.2,0.2,0.2,0.2
,"Oropharynx","20080","1999","1999","Male","M",784,135067134,0.6,0.6,0.7,0.6,0.5,0.6
,"Oropharynx","20080","2000","2000","Female","F",291,141865770,0.2,0.2,0.2,0.2,0.2,0.2
,"Oropharynx","20080","2000","2000","Male","M",857,136692444,0.7,0.6,0.7,0.6,0.6,0.7
,"Oropharynx","20080","2001","2001","Female","F",309,143603977,0.2,0.2,0.2,0.2,0.2,0.2
,"Oropharynx","20080","2001","2001","Male","M",882,138511984,0.7,0.6,0.7,0.6,0.6,0.7
,"Oropharynx","20080","2002","2002","Female","F",336,144919222,0.2,0.2,0.2,0.2,0.2,0.3
,"Oropharynx","20080","2002","2002","Male","M",879,139847290,0.7,0.6,0.7,0.6,0.6,0.7
,"Oropharynx","20080","2003","2003","Female","F",387,147679036,0.2,0.2,0.3,0.3,0.2,0.3
,"Oropharynx","20080","2003","2003","Male","M",1018,142428897,0.7,0.7,0.8,0.7,0.7,0.8
,"Oropharynx","20080","2004","2004","Female","F",333,148977286,0.2,0.2,0.2,0.2,0.2,0.2
,"Oropharynx","20080","2004","2004","Male","M",1093,143828012,0.8,0.7,0.8,0.8,0.7,0.8
,"Oropharynx","20080","2005","2005","Female","F",386,150213467,0.2,0.2,0.3,0.3,0.2,0.3
,"Oropharynx","20080","2005","2005","Male","M",1053,145099195,0.7,0.7,0.8,0.7,0.7,0.8
,"Oropharynx","20080","2006","2006","Female","F",399,151732647,0.2,0.2,0.3,0.3,0.2,0.3
,"Oropharynx","20080","2006","2006","Male","M",1157,146647265,0.8,0.7,0.8,0.8,0.7,0.8
,"Oropharynx","20080","2007","2007","Female","F",407,153166353,0.2,0.2,0.3,0.3,0.2,0.3
,"Oropharynx","20080","2007","2007","Male","M",1158,148064854,0.8,0.7,0.8,0.8,0.7,0.8
,"Oropharynx","20080","2008","2008","Female","F",392,154604015,0.2,0.2,0.2,0.3,0.2,0.3
,"Oropharynx","20080","2008","2008","Male","M",1268,149489951,0.8,0.8,0.8,0.8,0.8,0.9
,"Oropharynx","20080","2009","2009","Female","F",373,155964075,0.2,0.2,0.2,0.2,0.2,0.3
,"Oropharynx","20080","2009","2009","Male","M",1267,150807454,0.8,0.7,0.8,0.8,0.8,0.9
,"Oropharynx","20080","2010","2010","Female","F",433,157253830,0.2,0.2,0.3,0.3,0.3,0.3
,"Oropharynx","20080","2010","2010","Male","M",1397,152125599,0.8,0.8,0.9,0.9,0.9,1.0
,"Oropharynx","20080","2011","2011","Female","F",458,158391404,0.2,0.2,0.3,0.3,0.3,0.3
,"Oropharynx","20080","2011","2011","Male","M",1439,153455676,0.9,0.8,0.9,0.9,0.9,1.0
,"Oropharynx","20080","2012","2012","Female","F",428,159515612,0.2,0.2,0.2,0.3,0.2,0.3
,"Oropharynx","20080","2012","2012","Male","M",1393,154834274,0.8,0.8,0.9,0.9,0.9,0.9
,"Oropharynx","20080","2013","2013","Female","F",464,160594100,0.2,0.2,0.3,0.3,0.3,0.3
,"Oropharynx","20080","2013","2013","Male","M",1546,156146649,0.9,0.8,0.9,1.0,0.9,1.0
,"Oropharynx","20080","2014","2014","Female","F",515,161749260,0.3,0.2,0.3,0.3,0.3,0.3
,"Oropharynx","20080","2014","2014","Male","M",1678,157523496,0.9,0.9,1.0,1.1,1.0,1.1
,"Oropharynx","20080","2015","2015","Female","F",491,162903023,0.2,0.2,0.3,0.3,0.3,0.3
,"Oropharynx","20080","2015","2015","Male","M",1755,158933091,0.9,0.9,1.0,1.1,1.1,1.2
,"Oropharynx","20080","2016","2016","Female","F",469,164062463,0.2,0.2,0.2,0.3,0.3,0.3
,"Oropharynx","20080","2016","2016","Male","M",1926,160310087,1.0,1.0,1.1,1.2,1.1,1.3
,"Oropharynx","20080","2017","2017","Female","F",523,165084845,0.2,0.2,0.3,0.3,0.3,0.3
,"Oropharynx","20080","2017","2017","Male","M",1975,161530177,1.0,1.0,1.1,1.2,1.2,1.3
,"Oropharynx","20080","2018","2018","Female","F",679,165957528,0.3,0.3,0.3,0.4,0.4,0.4
,"Oropharynx","20080","2018","2018","Male","M",2700,162577729,1.4,1.3,1.4,1.7,1.6,1.7
,"Oropharynx","20080","2019","2019","Female","F",726,166720399,0.3,0.3,0.4,0.4,0.4,0.5
,"Oropharynx","20080","2019","2019","Male","M",2966,163511718,1.5,1.4,1.5,1.8,1.7,1.9
,"Oropharynx","20080","2020","2020","Female","F",717,167308759,0.3,0.3,0.4,0.4,0.4,0.5
,"Oropharynx","20080","2020","2020","Male","M",2910,164218174,1.4,1.4,1.5,1.8,1.7,1.8
,"Oropharynx","20080","2021","2021","Female","F",705,167630750,0.3,0.3,0.3,0.4,0.4,0.5
,"Oropharynx","20080","2021","2021","Male","M",3123,164418227,1.5,1.5,1.6,1.9,1.8,2.0
,"Oropharynx","20080","2022","2022","Female","F",796,168308005,0.3,0.3,0.4,0.5,0.4,0.5
,"Oropharynx","20080","2022","2022","Male","M",3300,164963406,1.6,1.5,1.6,2.0,1.9,2.1
,"Hypopharynx","20090","1999","1999","Female","F",516,140394214,0.3,0.3,0.4,0.4,0.3,0.4
,"Hypopharynx","20090","1999","1999","Male","M",1864,135067134,1.5,1.5,1.6,1.4,1.3,1.4
